小篆編號,楷書編號,字體編號,鍵盤字型,鍵盤字型(binary)
409,['11944'],27.85E8,藨,b'\xe8\x97\xa8'
410,['46770'],27.E07D,,b'\xee\x81\xbd'
411,['4011'],27.8506,蔆,b'\xe8\x94\x86'
411,['46674'],27.E07E,,b'\xee\x81\xbe'
412,['1076'],27.82B0,芰,b'\xe8\x8a\xb0'
412,['7043'],27.8324,茤,b'\xe8\x8c\xa4'
413,['11225'],27.85A2,薢,b'\xe8\x96\xa2'
414,['7047'],27.8329,茩,b'\xe8\x8c\xa9'
415,['6124'],27.82A1,芡,b'\xe8\x8a\xa1'
416,['46626'],27.E07F,,b'\xee\x81\xbf'
416,['46029'],27.E080,,b'\xee\x82\x80'
417,['12466'],27.8625,蘥,b'\xe8\x98\xa5'
418,['11946'],27.85D7,藗,b'\xe8\x97\x97'
419,['45692'],27.E081,,b'\xee\x82\x81'
420,['9568'],27.84B9,蒹,b'\xe8\x92\xb9'
421,['11221'],27.858D,薍,b'\xe8\x96\x8d'
422,['46103'],27.E082,,b'\xee\x82\x82'
422,['8265'],27.83FC,菼,b'\xe8\x8f\xbc'
423,['11203'],27.8595,薕,b'\xe8\x96\x95'
424,['11204'],27.85A0,薠,b'\xe8\x96\xa0'
425,['45487'],27.E083,,b'\xee\x82\x83'
426,['45565'],27.E084,,b'\xee\x82\x84'
427,['5571'],27.8280,芀,b'\xe8\x8a\x80'
428,['7034'],27.8322,茢,b'\xe8\x8c\xa2'
429,['8278'],27.83E1,菡,b'\xe8\x8f\xa1'
430,['46685'],27.E085,,b'\xee\x82\x85'
431,['4000'],27.84EE,蓮,b'\xe8\x93\xae'
432,['1438'],27.8304,茄,b'\xe8\x8c\x84'
433,['2353'],27.8377,荷,b'\xe8\x8d\xb7'
434,['10124'],27.8524,蔤,b'\xe8\x94\xa4'
435,['10734'],27.8545,蕅,b'\xe8\x95\x85'
436,['12239'],27.8622,蘢,b'\xe8\x98\xa2'
437,['9571'],27.84CD,蓍,b'\xe8\x93\x8d'
438,['8271'],27.83E3,菣,b'\xe8\x8f\xa3'
438,['46160'],27.E086,,b'\xee\x82\x86'
439,['7645'],27.83AA,莪,b'\xe8\x8e\xaa'
440,['5302'],27.863F,蘿,b'\xe8\x98\xbf'
441,['8301'],27.83FB,菻,b'\xe8\x8f\xbb'
442,['3999'],27.851A,蔚,b'\xe8\x94\x9a'
443,['4331'],27.856D,蕭,b'\xe8\x95\xad'
444,['8957'],27.8429,萩,b'\xe8\x90\xa9'
445,['693'],27.828D,芍,b'\xe8\x8a\x8d'
446,['46357'],27.E087,,b'\xee\x82\x87'
447,['8933'],27.848D,蒍,b'\xe8\x92\x8d'
448,['45490'],27.E088,,b'\xee\x82\x88'
449,['12458'],27.861C,蘜,b'\xe8\x98\x9c'
450,['12463'],27.8620,蘠,b'\xe8\x98\xa0'
451,['45484'],27.E089,,b'\xee\x82\x89'
452,['8260'],27.83C0,菀,b'\xe8\x8f\x80'
453,['7638'],27.8394,莔,b'\xe8\x8e\x94'
454,['45500'],27.E08A,,b'\xee\x82\x8a'
455,['9564'],27.84C2,蓂,b'\xe8\x93\x82'
456,['8279'],27.83CB,菋,b'\xe8\x8f\x8b'
457,['7036'],27.834E,荎,b'\xe8\x8d\x8e'
458,['11949'],27.85F8,藸,b'\xe8\x97\xb8'
459,['3218'],27.845B,葛,b'\xe8\x91\x9b'
460,['4003'],27.8513,蔓,b'\xe8\x94\x93'
461,['46074'],27.E08B,,b'\xee\x82\x8b'
462,['7635'],27.8395,莕,b'\xe8\x8e\x95'
462,['7048'],27.8347,荇,b'\xe8\x8d\x87'
463,['8261'],27.83E8,菨,b'\xe8\x8f\xa8'
464,['46703'],27.E08C,,b'\xee\x82\x8c'
465,['6112'],27.82AB,芫,b'\xe8\x8a\xab'
466,['12455'],27.8626,蘦,b'\xe8\x98\xa6'
467,['10750'],27.855B,蕛,b'\xe8\x95\x9b'
468,['6558'],27.82F5,苵,b'\xe8\x8b\xb5'
469,['5570'],27.827C,艼,b'\xe8\x89\xbc'
470,['4005'],27.8523,蔣,b'\xe8\x94\xa3'
471,['45527'],27.E08D,,b'\xee\x82\x8d'
472,['45847'],27.E08E,,b'\xee\x82\x8e'
473,['11952'],27.85E3,藣,b'\xe8\x97\xa3'
474,['46764'],27.E08F,,b'\xee\x82\x8f'
475,['7627'],27.83A8,莨,b'\xe8\x8e\xa8'
476,['8941'],27.847D,葽,b'\xe8\x91\xbd'
477,['11219'],27.8596,薖,b'\xe8\x96\x96'
478,['2795'],27.83CC,菌,b'\xe8\x8f\x8c'
479,['4326'],27.8548,蕈,b'\xe8\x95\x88'
480,['45905'],27.E090,,b'\xee\x82\x90'
481,['8942'],27.845A,葚,b'\xe8\x91\x9a'
482,['9561'],27.849F,蒟,b'\xe8\x92\x9f'
483,['6114'],27.8298,芘,b'\xe8\x8a\x98'
484,['10748'],27.8563,蕣,b'\xe8\x95\xa3'
485,['2799'],27.8438,萸,b'\xe8\x90\xb8'
486,['1882'],27.8331,茱,b'\xe8\x8c\xb1'
487,['45568'],27.E091,,b'\xee\x82\x91'
488,['7628'],27.838D,莍,b'\xe8\x8e\x8d'
489,['1870'],27.834A,荊,b'\xe8\x8d\x8a'
489,['1870'],27.E092,,b'\xee\x82\x92'
490,['45852'],27.E093,,b'\xee\x82\x93'
491,['1067'],27.82BD,芽,b'\xe8\x8a\xbd'
492,['2794'],27.840C,萌,b'\xe8\x90\x8c'
493,['1445'],27.8301,茁,b'\xe8\x8c\x81'
494,['2345'],27.8396,莖,b'\xe8\x8e\x96'
495,['7644'],27.839B,莛,b'\xe8\x8e\x9b'
496,['3216'],27.8449,葉,b'\xe8\x91\x89'
497,['46287'],27.E094,,b'\xee\x82\x94'
498,['1075'],27.82A3,芣,b'\xe8\x8a\xa3'
499,['3223'],27.8469,葩,b'\xe8\x91\xa9'
500,['6115'],27.829B,芛,b'\xe8\x8a\x9b'
501,['12633'],27.8633,蘳,b'\xe8\x98\xb3'
502,['10139'],27.8508,蔈,b'\xe8\x94\x88'
503,['1444'],27.82F1,英,b'\xe8\x8b\xb1'
504,['11612'],27.85BE,薾,b'\xe8\x96\xbe'
505,['2786'],27.840B,萋,b'\xe8\x90\x8b'
506,['8266'],27.83F6,菶,b'\xe8\x8f\xb6'
507,['11601'],27.85BF,薿,b'\xe8\x96\xbf'
508,['10742'],27.8564,蕤,b'\xe8\x95\xa4'
509,['45960'],27.E095,,b'\xee\x82\x95'
510,['46190'],27.E096,,b'\xee\x82\x96'
511,['9576'],27.849D,蒝,b'\xe8\x92\x9d'
512,['2344'],27.83A2,莢,b'\xe8\x8e\xa2'
513,['691'],27.8292,芒,b'\xe8\x8a\x92'
514,['46248'],27.E097,,b'\xee\x82\x97'
515,['10144'],27.8515,蔕,b'\xe8\x94\x95'
516,['7025'],27.8344,荄,b'\xe8\x8d\x84'
517,['7629'],27.837A,荺,b'\xe8\x8d\xba'
518,['6547'],27.8307,茇,b'\xe8\x8c\x87'
519,['5780'],27.8283,芃,b'\xe8\x8a\x83'
520,['46314'],27.E098,,b'\xee\x82\x98'
521,['10136'],27.84FB,蓻,b'\xe8\x93\xbb'
522,['45716'],27.E099,,b'\xee\x82\x99'
523,['1440'],27.8302,茂,b'\xe8\x8c\x82'
524,['46505'],27.E09A,,b'\xee\x82\x9a'
525,['4002'],27.852D,蔭,b'\xe8\x94\xad'
526,['46186'],27.E09B,,b'\xee\x82\x9b'
527,['1877'],27.8332,茲,b'\xe8\x8c\xb2'
528,['46070'],27.E09C,,b'\xee\x82\x9c'
529,['11594'],27.85C3,藃,b'\xe8\x97\x83'
530,['8947'],27.8507,蔇,b'\xe8\x94\x87'
531,['11205'],27.858B,薋,b'\xe8\x96\x8b'
532,['9570'],27.84C1,蓁,b'\xe8\x93\x81'
533,['7654'],27.83A6,莦,b'\xe8\x8e\xa6'
534,['6118'],27.82AE,芮,b'\xe8\x8a\xae'
535,['7053'],27.832C,茬,b'\xe8\x8c\xac'
536,['11227'],27.8588,薈,b'\xe8\x96\x88'
537,['46013'],27.E09D,,b'\xee\x82\x9d'
538,['6119'],27.82BC,芼,b'\xe8\x8a\xbc'
539,['3645'],27.84BC,蒼,b'\xe8\x92\xbc'
540,['45966'],27.F0E5,,b'\xef\x83\xa5'
541,['2781'],27.8403,萃,b'\xe8\x90\x83'
542,['9580'],27.8494,蒔,b'\xe8\x92\x94'
543,['1443'],27.82D7,苗,b'\xe8\x8b\x97'
544,['1436'],27.82DB,苛,b'\xe8\x8b\x9b'
545,['4332'],27.856A,蕪,b'\xe8\x95\xaa'
546,['11213'],27.8589,薉,b'\xe8\x96\x89'
547,['1868'],27.8352,荒,b'\xe8\x8d\x92'
548,['46366'],27.E09E,,b'\xee\x82\x9e'
549,['45827'],27.E09F,,b'\xee\x82\x9f'
550,['3211'],27.843D,落,b'\xe8\x90\xbd'
551,['3998'],27.853D,蔽,b'\xe8\x94\xbd'
552,['12244'],27.8600,蘀,b'\xe8\x98\x80'
553,['11200'],27.8580,薀,b'\xe8\x96\x80'
554,['10137'],27.852B,蔫,b'\xe8\x94\xab'
555,['2782'],27.83F8,菸,b'\xe8\x8f\xb8'
556,['46543'],27.E0A0,,b'\xee\x82\xa0'
557,['4006'],27.8521,蔡,b'\xe8\x94\xa1'
558,['7045'],27.8337,茷,b'\xe8\x8c\xb7'
559,['2802'],27.83DC,菜,b'\xe8\x8f\x9c'
560,['7054'],27.834B,荋,b'\xe8\x8d\x8b'
561,['45481'],27.E0A1,,b'\xee\x82\xa1'
562,['4617'],27.8584,薄,b'\xe8\x96\x84'
563,['1448'],27.82D1,苑,b'\xe8\x8b\x91'
564,['4963'],27.85EA,藪,b'\xe8\x97\xaa'
565,['8294'],27.83D1,菑,b'\xe8\x8f\x91'
565,['39059'],27.F053,,b'\xef\x81\x93'
566,['46754'],27.E0A2,,b'\xee\x82\xa2'
567,['11222'],27.8599,薙,b'\xe8\x96\x99'
568,['45579'],27.E0A3,,b'\xee\x82\xa3'
569,['45915'],27.E0A4,,b'\xee\x82\xa4'
570,['10142'],27.852A,蔪,b'\xe8\x94\xaa'
570,['46572'],27.E0A5,,b'\xee\x82\xa5'
571,['6549'],27.8300,茀,b'\xe8\x8c\x80'
572,['6545'],27.82FE,苾,b'\xe8\x8b\xbe'
573,['10129'],27.850E,蔎,b'\xe8\x94\x8e'
574,['1063'],27.82B3,芳,b'\xe8\x8a\xb3'
575,['10738'],27.8561,蕡,b'\xe8\x95\xa1'
576,['4966'],27.85E5,藥,b'\xe8\x97\xa5'
577,['46767'],27.E0A6,,b'\xee\x82\xa6'
578,['3634'],27.84C6,蓆,b'\xe8\x93\x86'
579,['1068'],27.829F,芟,b'\xe8\x8a\x9f'
580,['1872'],27.8350,荐,b'\xe8\x8d\x90'
581,['4812'],27.85C9,藉,b'\xe8\x97\x89'
582,['9584'],27.84A9,蒩,b'\xe8\x92\xa9'
583,['10760'],27.855D,蕝,b'\xe8\x95\x9d'
584,['1883'],27.8328,茨,b'\xe8\x8c\xa8'
585,['8952'],27.847A,葺,b'\xe8\x91\xba'
586,['3640'],27.84CB,蓋,b'\xe8\x93\x8b'
587,['6552'],27.82EB,苫,b'\xe8\x8b\xab'
588,['46355'],27.E0A7,,b'\xee\x82\xa7'
589,['45864'],27.E0A8,,b'\xee\x82\xa8'
590,['4961'],27.85E9,藩,b'\xe8\x97\xa9'
591,['8258'],27.83F9,菹,b'\xe8\x8f\xb9'
591,['46461'],27.E0A9,,b'\xee\x82\xa9'
591,['46648'],27.E0AA,,b'\xee\x82\xaa'
592,['1884'],27.8343,荃,b'\xe8\x8d\x83'
593,['46284'],27.E0AB,,b'\xee\x82\xab'
595,['45850'],27.E0AC,,b'\xee\x82\xac'
595,['39332'],27.E0AD,,b'\xee\x82\xad'
596,['46630'],27.E0AE,,b'\xee\x82\xae'
596,['46608'],27.E0B0,,b'\xee\x82\xb0'
597,['46803'],27.E0B1,,b'\xee\x82\xb1'
598,['46116'],27.E0B2,,b'\xee\x82\xb2'
599,['1439'],27.82E5,若,b'\xe8\x8b\xa5'
600,['10141'],27.84F4,蓴,b'\xe8\x93\xb4'
601,['45554'],27.E0B3,,b'\xee\x82\xb3'
602,['46346'],27.E0B4,,b'\xee\x82\xb4'
603,['45693'],27.E0B5,,b'\xee\x82\xb5'
604,['8288'],27.8406,萆,b'\xe8\x90\x86'
605,['45921'],27.E0B6,,b'\xee\x82\xb6'
606,['6554'],27.82F4,苴,b'\xe8\x8b\xb4'
607,['46850'],27.E0B7,,b'\xee\x82\xb7'
608,['10744'],27.8562,蕢,b'\xe8\x95\xa2'
608,['31591'],27.F4CE,,b'\xef\x93\x8e'
609,['45736'],27.E0B8,,b'\xee\x82\xb8'
610,['1874'],27.8335,茵,b'\xe8\x8c\xb5'
610,['54744'],27.E0B9,,b'\xee\x82\xb9'
611,['1866'],27.82BB,芻,b'\xe8\x8a\xbb'
612,['7024'],27.832D,茭,b'\xe8\x8c\xad'
613,['45672'],27.E0BA,,b'\xee\x82\xba'
614,['1878'],27.8339,茹,b'\xe8\x8c\xb9'
615,['7643'],27.839D,莝,b'\xe8\x8e\x9d'
616,['2800'],27.840E,萎,b'\xe8\x90\x8e'
617,['9595'],27.84DB,蓛,b'\xe8\x93\x9b'
618,['45573'],27.E0BB,,b'\xee\x82\xbb'
619,['10132'],27.851F,蔟,b'\xe8\x94\x9f'
620,['1435'],27.82E3,苣,b'\xe8\x8b\xa3'
621,['10739'],27.8558,蕘,b'\xe8\x95\x98'
622,['4616'],27.85AA,薪,b'\xe8\x96\xaa'
623,['3641'],27.84B8,蒸,b'\xe8\x92\xb8'
623,['45621'],27.E0BC,,b'\xee\x82\xbc'
624,['4330'],27.8549,蕉,b'\xe8\x95\x89'
625,['45938'],27.E0BD,,b'\xee\x82\xbd'
626,['11607'],27.85B6,薶,b'\xe8\x96\xb6'
627,['8980'],27.8460,葠,b'\xe8\x91\xa0'
628,['607'],27.EE61,,b'\xee\xb9\xa1'
628,['607'],27.EDFC,,b'\xee\xb7\xbc'
628,['607'],27.6298,折,b'\xe6\x8a\x98'
629,['193'],27.5349,卉,b'\xe5\x8d\x89'
630,['5572'],27.827D,艽,b'\xe8\x89\xbd'
631,['3639'],27.849C,蒜,b'\xe8\x92\x9c'
632,['1072'],27.82A5,芥,b'\xe8\x8a\xa5'
633,['4009'],27.8525,蔥,b'\xe8\x94\xa5'
634,['9566'],27.84AE,蒮,b'\xe8\x92\xae'
635,['10747'],27.8547,蕇,b'\xe8\x95\x87'
636,['1451'],27.82DF,苟,b'\xe8\x8b\x9f'
637,['4327'],27.8568,蕨,b'\xe8\x95\xa8'
638,['2340'],27.838E,莎,b'\xe8\x8e\x8e'
639,['8927'],27.84F1,蓱,b'\xe8\x93\xb1'
640,['10147'],27.84F3,蓳,b'\xe8\x93\xb3'
641,['2797'],27.83F2,菲,b'\xe8\x8f\xb2'
642,['6122'],27.82B4,芴,b'\xe8\x8a\xb4'
643,['46821'],27.E0BF,,b'\xee\x82\xbf'
644,['46328'],27.E0C0,,b'\xee\x83\x80'
645,['3214'],27.8466,葦,b'\xe8\x91\xa6'
646,['3224'],27.846D,葭,b'\xe8\x91\xad'
647,['2792'],27.840A,萊,b'\xe8\x90\x8a'
648,['1869'],27.8354,荔,b'\xe8\x8d\x94'
649,['3636'],27.8499,蒙,b'\xe8\x92\x99'
650,['46548'],27.E0C1,,b'\xee\x83\x81'
650,['5093'],27.85FB,藻,b'\xe8\x97\xbb'
651,['8283'],27.83C9,菉,b'\xe8\x8f\x89'
652,['46157'],27.E0C2,,b'\xee\x83\x82'
653,['46046'],27.E0C3,,b'\xee\x83\x83'
654,['8298'],27.83EC,菬,b'\xe8\x8f\xac'
655,['45653'],27.E0C4,,b'\xee\x83\x84'
656,['1433'],27.8303,范,b'\xe8\x8c\x83'
657,['5573'],27.827F,艿,b'\xe8\x89\xbf'
658,['45590'],27.E0C5,,b'\xee\x83\x85'
659,['2801'],27.8404,萄,b'\xe8\x90\x84'
660,['5777'],27.8291,芑,b'\xe8\x8a\x91'
661,['11945'],27.85DA,藚,b'\xe8\x97\x9a'
662,['6567'],27.82F3,苳,b'\xe8\x8b\xb3'
663,['4621'],27.8594,薔,b'\xe8\x96\x94'
664,['6550'],27.82D5,苕,b'\xe8\x8b\x95'
665,['46400'],27.E0C6,,b'\xee\x83\x86'
666,['8950'],27.843A,萺,b'\xe8\x90\xba'
667,['1453'],27.8306,茆,b'\xe8\x8c\x86'
668,['2355'],27.837C,荼,b'\xe8\x8d\xbc'
669,['12464'],27.8629,蘩,b'\xe8\x98\xa9'
670,['3633'],27.84BF,蒿,b'\xe8\x92\xbf'
671,['4008'],27.84EC,蓬,b'\xe8\x93\xac'
671,['45717'],27.EF07,,b'\xee\xbc\x87'
672,['11953'],27.85DC,藜,b'\xe8\x97\x9c'
673,['12634'],27.862C,蘬,b'\xe8\x98\xac'
674,['3225'],27.8446,葆,b'\xe8\x91\x86'
675,['4329'],27.8543,蕃,b'\xe8\x95\x83'
676,['1871'],27.8338,茸,b'\xe8\x8c\xb8'
677,['45990'],27.E0C9,,b'\xee\x83\x89'
678,['46741'],27.E0CA,,b'\xee\x83\x8a'
679,['1873'],27.8349,草,b'\xe8\x8d\x89'
680,['8268'],27.83C6,菆,b'\xe8\x8f\x86'
681,['3635'],27.84C4,蓄,b'\xe8\x93\x84'
682,['1268'],27.6625,春,b'\xe6\x98\xa5'
683,['45838'],27.E0CB,,b'\xee\x83\x8b'
684,['8277'],27.83FF,菿,b'\xe8\x8f\xbf'
685,['1065'],27.8299,芙,b'\xe8\x8a\x99'
686,['3632'],27.84C9,蓉,b'\xe8\x93\x89'
687,['11596'],27.85B3,薳,b'\xe8\x96\xb3'
688,['1881'],27.8340,荀,b'\xe8\x8d\x80'
689,['7646'],27.838B,莋,b'\xe8\x8e\x8b'
690,['3642'],27.84C0,蓀,b'\xe8\x93\x80'
691,['4001'],27.852C,蔬,b'\xe8\x94\xac'
692,['5779'],27.828A,芊,b'\xe8\x8a\x8a'
693,['1880'],27.8317,茗,b'\xe8\x8c\x97'
694,['10758'],27.858C,薌,b'\xe8\x96\x8c'
695,['4808'],27.85CF,藏,b'\xe8\x97\x8f'
696,['10741'],27.8546,蕆,b'\xe8\x95\x86'
697,['5301'],27.8638,蘸,b'\xe8\x98\xb8'
698,['9575'],27.84D0,蓐,b'\xe8\x93\x90'
698,['9575'],27.E0CC,,b'\xee\x83\x8c'
699,['11228'],27.8585,薅,b'\xe8\x96\x85'
699,['46130'],27.E0CD,,b'\xee\x83\x8d'
699,['7044'],27.8320,茠,b'\xe8\x8c\xa0'
700,['8256'],27.833B,茻,b'\xe8\x8c\xbb'
701,['2347'],27.83AB,莫,b'\xe8\x8e\xab'
702,['2346'],27.83BD,莽,b'\xe8\x8e\xbd'
703,['3217'],27.846C,葬,b'\xe8\x91\xac'
704,['49'],27.5C0F,小,b'\xe5\xb0\x8f'
705,['117'],27.5C11,少,b'\xe5\xb0\x91'
706,['5430'],27.5C10,尐,b'\xe5\xb0\x90'
707,['12'],27.516B,八,b'\xe5\x85\xab'
708,['95'],27.5206,分,b'\xe5\x88\x86'
709,['5454'],27.5C12,尒,b'\xe5\xb0\x92'
710,['2606'],27.66FE,曾,b'\xe6\x9b\xbe'
711,['846'],27.5C1A,尚,b'\xe5\xb0\x9a'
712,['21273'],27.F5A7,,b'\xef\x96\xa7'
713,['3269'],27.8A79,詹,b'\xe8\xa9\xb9'
714,['85'],27.4ECB,介,b'\xe4\xbb\x8b'
715,['21251'],27.EDF2,,b'\xee\xb7\xb2'
716,['92'],27.516C,公,b'\xe5\x85\xac'
717,['238'],27.5FC5,必,b'\xe5\xbf\x85'
718,['477'],27.4F59,余,b'\xe4\xbd\x99'
718,['21033'],27.E0CE,,b'\xee\x83\x8e'
719,['719'],27.91C6,釆,b'\xe9\x87\x86'
719,['719'],27.F1FD,,b'\xef\x87\xbd'
720,['2708'],27.756A,番,b'\xe7\x95\xaa'
720,['50003'],27.E0CF,,b'\xee\x83\x8f'
720,['2708'],27.F311,,b'\xef\x8c\x91'
721,['27127'],27.F127,,b'\xef\x84\xa7'
721,['3807'],27.5BE9,審,b'\xe5\xaf\xa9'
722,['2098'],27.6089,悉,b'\xe6\x82\x89'
722,['36892'],27.E0D0,,b'\xee\x83\x90'
723,['5119'],27.91CB,釋,b'\xe9\x87\x8b'
724,['192'],27.534A,半,b'\xe5\x8d\x8a'
725,['1418'],27.80D6,胖,b'\xe8\x83\x96'
726,['1149'],27.53DB,叛,b'\xe5\x8f\x9b'
727,['154'],27.725B,牛,b'\xe7\x89\x9b'
728,['665'],27.7261,牡,b'\xe7\x89\xa1'
729,['8114'],27.7285,犅,b'\xe7\x8a\x85'
730,['1747'],27.7279,特,b'\xe7\x89\xb9'
731,['418'],27.725D,牝,b'\xe7\x89\x9d'
732,['4929'],27.72A2,犢,b'\xe7\x8a\xa2'
733,['33162'],27.E0D1,,b'\xee\x83\x91'
734,['33355'],27.E0D2,,b'\xee\x83\x92'
735,['33199'],27.E0D3,,b'\xee\x83\x93'
735,['33356'],27.E0D4,,b'\xee\x83\x94'
736,['9428'],27.7297,犗,b'\xe7\x8a\x97'
737,['7472'],27.727B,牻,b'\xe7\x89\xbb'
738,['33271'],27.E0D5,,b'\xee\x83\x95'
739,['11889'],27.72A1,犡,b'\xe7\x8a\xa1'
740,['33239'],27.E0D6,,b'\xee\x83\x96'
741,['3543'],27.7296,犖,b'\xe7\x8a\x96'
742,['33243'],27.E0D7,,b'\xee\x83\x97'
743,['33192'],27.E0D8,,b'\xee\x83\x98'
744,['11885'],27.72A5,犥,b'\xe7\x8a\xa5'
745,['8112'],27.7289,犉,b'\xe7\x8a\x89'
746,['33330'],27.E0D9,,b'\xee\x83\x99'
747,['33377'],27.E0DA,,b'\xee\x83\x9a'
748,['33213'],27.E0DB,,b'\xee\x83\x9b'
749,['12197'],27.72A8,犨,b'\xe7\x8a\xa8'
750,['417'],27.725F,牟,b'\xe7\x89\x9f'
751,['33348'],27.E0DC,,b'\xee\x83\x9c'
752,['1344'],27.7272,牲,b'\xe7\x89\xb2'
753,['6878'],27.7277,牷,b'\xe7\x89\xb7'
754,['2246'],27.727D,牽,b'\xe7\x89\xbd'
755,['7474'],27.727F,牿,b'\xe7\x89\xbf'
756,['664'],27.7262,牢,b'\xe7\x89\xa2'
757,['9430'],27.7293,犓,b'\xe7\x8a\x93'
758,['33410'],27.E0DD,,b'\xee\x83\x9d'
759,['9429'],27.7295,犕,b'\xe7\x8a\x95'
760,['59910'],27.E0DE,,b'\xee\x83\x9e'
761,['33255'],27.E0DF,,b'\xee\x83\x9f'
762,['33386'],27.E0E0,,b'\xee\x83\xa0'
763,['1346'],27.7274,牴,b'\xe7\x89\xb4'
764,['33396'],27.E0E1,,b'\xee\x83\xa1'
765,['33252'],27.E0E2,,b'\xee\x83\xa2'
766,['7473'],27.727C,牼,b'\xe7\x89\xbc'
767,['33177'],27.E0E3,,b'\xee\x83\xa3'
768,['2688'],27.7280,犀,b'\xe7\x8a\x80'
769,['5748'],27.7263,牣,b'\xe7\x89\xa3'
770,['1016'],27.7269,物,b'\xe7\x89\xa9'
771,['5162'],27.72A7,犧,b'\xe7\x8a\xa7'
772,['8766'],27.728D,犍,b'\xe7\x8a\x8d'
773,['10608'],27.729D,犝,b'\xe7\x8a\x9d'
774,['3920'],27.729B,犛,b'\xe7\x8a\x9b'
775,['9948'],27.6C02,氂,b'\xe6\xb0\x82'
776,['11847'],27.6584,斄,b'\xe6\x96\x84'
776,['20221'],27.E0E4,,b'\xee\x83\xa4'
777,['513'],27.544A,告,b'\xe5\x91\x8a'
778,['12154'],27.56B3,嚳,b'\xe5\x9a\xb3'
779,['39'],27.53E3,口,b'\xe5\x8f\xa3'
780,['10429'],27.566D,噭,b'\xe5\x99\xad'
781,['10428'],27.5663,噣,b'\xe5\x99\xa3'
782,['2499'],27.5599,喙,b'\xe5\x96\x99'
783,['515'],27.543B,吻,b'\xe5\x90\xbb'
783,['35219'],27.E0E5,,b'\xee\x83\xa5'
784,['5047'],27.56A8,嚨,b'\xe5\x9a\xa8'
785,['2497'],27.5589,喉,b'\xe5\x96\x89'
786,['10430'],27.5672,噲,b'\xe5\x99\xb2'
787,['501'],27.541E,吞,b'\xe5\x90\x9e'
788,['1160'],27.54BD,咽,b'\xe5\x92\xbd'
789,['8491'],27.55CC,嗌,b'\xe5\x97\x8c'
789,['8491'],27.EDF6,,b'\xee\xb7\xb6'
790,['24478'],27.E0E6,,b'\xee\x83\xa6'
791,['6194'],27.54C6,哆,b'\xe5\x93\x86'
792,['797'],27.5471,呱,b'\xe5\x91\xb1'
793,['2496'],27.557E,啾,b'\xe5\x95\xbe'
794,['7809'],27.55A4,喤,b'\xe5\x96\xa4'
795,['6182'],27.54BA,咺,b'\xe5\x92\xba'
796,['7183'],27.5534,唴,b'\xe5\x94\xb4'
797,['6189'],27.54B7,咷,b'\xe5\x92\xb7'
798,['7795'],27.5591,喑,b'\xe5\x96\x91'
799,['24831'],27.E0E7,,b'\xee\x83\xa7'
800,['1157'],27.54B3,咳,b'\xe5\x92\xb3'
800,['1198'],27.5B69,孩,b'\xe5\xad\xa9'
801,['8490'],27.55DB,嗛,b'\xe5\x97\x9b'
802,['789'],27.5480,咀,b'\xe5\x92\x80'
803,['2014'],27.555C,啜,b'\xe5\x95\x9c'
804,['24694'],27.E0E8,,b'\xee\x83\xa8'
805,['10992'],27.568C,嚌,b'\xe5\x9a\x8c'
806,['24695'],27.F0E2,,b'\xef\x83\xa2'
806,['5051'],27.56BC,嚼,b'\xe5\x9a\xbc'
807,['517'],27.542E,吮,b'\xe5\x90\xae'
808,['24636'],27.E0E9,,b'\xee\x83\xa9'
809,['12153'],27.56B5,嚵,b'\xe5\x9a\xb5'
810,['4174'],27.566C,噬,b'\xe5\x99\xac'
811,['2019'],27.5557,啗,b'\xe5\x95\x97'
812,['3789'],27.5630,嘰,b'\xe5\x98\xb0'
813,['24509'],27.E0EA,,b'\xee\x83\xaa'
814,['524'],27.542B,含,b'\xe5\x90\xab'
815,['1563'],27.54FA,哺,b'\xe5\x93\xba'
816,['784'],27.5473,味,b'\xe5\x91\xb3'
817,['24882'],27.E0EB,,b'\xee\x83\xab'
818,['24797'],27.E0EC,,b'\xee\x83\xac'
819,['4164'],27.566B,噫,b'\xe5\x99\xab'
820,['9801'],27.563D,嘽,b'\xe5\x98\xbd'
821,['2490'],27.553E,唾,b'\xe5\x94\xbe'
821,['32402'],28.E0ED,,b'\xee\x83\xad'
822,['1156'],27.54A6,咦,b'\xe5\x92\xa6'
823,['5847'],27.546C,呬,b'\xe5\x91\xac'
824,['2479'],27.5598,喘,b'\xe5\x96\x98'
825,['795'],27.547C,呼,b'\xe5\x91\xbc'
826,['516'],27.5438,吸,b'\xe5\x90\xb8'
827,['3783'],27.5653,噓,b'\xe5\x99\x93'
828,['514'],27.5439,吹,b'\xe5\x90\xb9'
829,['2489'],27.559F,喟,b'\xe5\x96\x9f'
829,['9800'],27.5633,嘳,b'\xe5\x98\xb3'
830,['7181'],27.554D,啍,b'\xe5\x95\x8d'
831,['4460'],27.568F,嚏,b'\xe5\x9a\x8f'
832,['24883'],27.E0EE,,b'\xee\x83\xae'
833,['24346'],27.E0EF,,b'\xee\x83\xaf'
834,['4167'],27.5664,噤,b'\xe5\x99\xa4'
835,['338'],27.540D,名,b'\xe5\x90\x8d'
836,['502'],27.543E,吾,b'\xe5\x90\xbe'
837,['1561'],27.54F2,哲,b'\xe5\x93\xb2'
837,['7303'],28.608A,悊,b'\xe6\x82\x8a'
837,['24856'],27.E0F0,,b'\xee\x83\xb0'
