小篆編號,楷書編號,字體編號,鍵盤字型,鍵盤字型(binary),小篆部件,楷書部件
4047,['10293'],27.9132,鄲,b'\xe9\x84\xb2',口口囗,口口邑
4048,['6592'],27.90C7,郇,b'\xe9\x83\x87',一囗囗,日邑
4049,['8413'],27.9103,鄃,b'\xe9\x84\x83',一入囗舟,一人刀月邑
4050,['3316'],27.9117,鄗,b'\xe9\x84\x97',囗囗↘,邑高
4051,['9689'],27.9121,鄡,b'\xe9\x84\xa1',囗屮｛∣,木邑
4052,['9687'],27.911A,鄚,b'\xe9\x84\x9a',一囗囗屮屮屮屮,大日艸邑
4053,['6590'],27.90C5,郅,b'\xe9\x83\x85',囗至,至邑
4054,['9085'],27.910B,鄋,b'\xe9\x84\x8b',又囗火,又臼邑
4055,['10294'],27.9126,鄦,b'\xe9\x84\xa6',囗屮屮｛｛,一人火卌邑
4056,['5785'],27.909F,邟,b'\xe9\x82\x9f',大囗▽,儿邑
4057,['2873'],27.90FE,郾,b'\xe9\x83\xbe',一囗囗女﹟,匚女日邑
4058,['7121'],27.90DF,郟,b'\xe9\x83\x9f',人人大囗,人人大邑
4059,['7735'],27.90EA,郪,b'\xe9\x83\xaa',又囗屮女,女邑
4060,['9086'],27.910E,鄎,b'\xe9\x84\x8e',囗心自,心自邑
4061,['6593'],27.90CB,郋,b'\xe9\x83\x8b',囗自,自邑
4062,['50334'],27.E567,,b'\xee\x95\xa7',,
4063,['8407'],27.90F9,郹,b'\xe9\x83\xb9',囗犬目,犬网邑
4064,['4091'],27.9127,鄧,b'\xe9\x84\xa7',囗囗止止⊙,豆邑
4065,['11695'],27.913E,鄾,b'\xe9\x84\xbe',一儿囗心自,心邑
4066,['50148'],27.E568,,b'\xee\x95\xa8',,
4067,['9690'],27.911B,鄛,b'\xe9\x84\x9b',囗屮｛︻,川邑果
4068,['50480'],27.E56A,,b'\xee\x95\xaa',,
4069,['50358'],27.E56B,,b'\xee\x95\xab',,
4070,['50225'],27.E56C,,b'\xee\x95\xac',,
4071,['50204'],27.E56D,,b'\xee\x95\xad',,
4072,['1935'],27.90E2,郢,b'\xe9\x83\xa2',一十人口囗,一土口邑
4072,['50125'],27.E56E,,b'\xee\x95\xae',,
4073,['9684'],27.9122,鄢,b'\xe9\x84\xa2',囗焉,一止火邑
4074,['10855'],27.9133,鄳,b'\xe9\x84\xb3',囗虫＜＝,邑黽
4075,['50410'],27.E56F,,b'\xee\x95\xaf',,
4076,['2870'],27.9102,鄂,b'\xe9\x84\x82',一入口口囗屮,一口口邑
4077,['5580'],27.9094,邔,b'\xe9\x82\x94',囗己,己邑
4078,['6591'],27.90BE,邾,b'\xe9\x82\xbe',一囗屮｛,一未邑
4079,['9083'],27.9116,鄖,b'\xe9\x84\x96',囗囗貝,口貝邑
4080,['3707'],27.9118,鄘,b'\xe9\x84\x98',卜口囗庚,邑
4081,['7741'],27.90EB,郫,b'\xe9\x83\xab',囗甲,一十甲邑
4082,['50431'],27.E570,,b'\xee\x95\xb0',,
4083,['50436'],27.E571,,b'\xee\x95\xb1',,
4084,['50449'],27.E572,,b'\xee\x95\xb2',,
4085,['5786'],27.90A1,邡,b'\xe9\x82\xa1',囗方,方邑
4086,['50310'],27.E573,,b'\xee\x95\xb3',,
4087,['11692'],27.9128,鄨,b'\xe9\x84\xa8',卜又囗「﹂,邑
4088,['50154'],27.E574,,b'\xee\x95\xb4',,
4089,['717'],27.90A3,那,b'\xe9\x82\xa3',囗冉,厂手邑
4090,['4092'],27.9131,鄱,b'\xe9\x84\xb1',囗釆．,田邑釆
4091,['12280'],27.9143,酃,b'\xe9\x85\x83',囗雨℅,口口口邑雨
4092,['7737'],27.90F4,郴,b'\xe9\x83\xb4',囗屮屮｛｛,木木邑
4093,['50183'],27.E575,,b'\xee\x95\xb5',,
4094,['10295'],27.912E,鄮,b'\xe9\x84\xae',囗貝,一匕刀貝邑
4095,['3708'],27.911E,鄞,b'\xe9\x84\x9e',土囗田,廿邑
4096,['50115'],27.E576,,b'\xee\x95\xb6',,
4097,['6144'],27.90B4,邴,b'\xe9\x82\xb4',一一入囗〈,一內邑
4098,['50355'],27.E577,,b'\xee\x95\xb7',,
4099,['50123'],27.E578,,b'\xee\x95\xb8',,
4100,['50171'],27.E579,,b'\xee\x95\xb9',,
4101,['12281'],27.9141,酁,b'\xe9\x85\x81',囗兔,一人人口比邑
4102,['9082'],27.9111,鄑,b'\xe9\x84\x91',一囗囗至至,一一日邑
4103,['7126'],27.90DC,郜,b'\xe9\x83\x9c',口囗牛,口牛邑
4104,['8403'],27.9104,鄄,b'\xe9\x84\x84',土囗西,土襾邑
4105,['5579'],27.909B,邛,b'\xe9\x82\x9b',工囗,工邑
4106,['10857'],27.9136,鄶,b'\xe9\x84\xb6',一入八口囗♀,一人小囗日邑
4107,['5789'],27.90A7,邧,b'\xe9\x82\xa7',一一儿囗,二儿邑
4108,['7740'],27.90D4,郔,b'\xe9\x83\x94',囗止,一止邑
4109,['7117'],27.90E0,郠,b'\xe9\x83\xa0',一一卜入又囗〈,更邑
4110,['8412'],27.9105,鄅,b'\xe9\x84\x85',九囗﹤∩,邑禹
4111,['3315'],27.9112,鄒,b'\xe9\x84\x92',囗芻,屮屮邑
4112,['50229'],27.E57A,,b'\xee\x95\xba',,
4113,['6588'],27.90BF,邿,b'\xe9\x82\xbf',一又囗之,土寸邑
4114,['7736'],27.90F0,郰,b'\xe9\x83\xb0',又囗耳,又耳邑
4115,['6589'],27.90D5,郕,b'\xe9\x83\x95',丁囗戊,一厂戈邑
4116,['50252'],27.E57B,,b'\xee\x95\xbb',,
4117,['12494'],27.9144,酄,b'\xe9\x85\x84',口口囗隹,口口艸邑隹
4118,['1482'],27.90CE,郎,b'\xe9\x83\x8e',入囗囗︴↘,一邑
4119,['6146'],27.90B3,邳,b'\xe9\x82\xb3',一囗不,一不邑
4120,['9681'],27.9123,鄣,b'\xe9\x84\xa3',一一十入口囗,十邑音
4121,['5577'],27.9097,邗,b'\xe9\x82\x97',一入囗,干邑
4122,['50425'],27.E57C,,b'\xee\x95\xbc',,
4123,['6594'],27.90C8,郈,b'\xe9\x83\x88',一口囗‘,一厂口邑
4124,['7734'],27.90EF,郯,b'\xe9\x83\xaf',囗火火,火火邑
4125,['7119'],27.90DA,郚,b'\xe9\x83\x9a',一一口囗,口五邑
4126,['12495'],27.9145,酅,b'\xe9\x85\x85',入口囗囗屮隹,儿口山邑隹
4127,['10290'],27.912B,鄫,b'\xe9\x84\xab',八口囗♀,儿小囗日邑
4128,['715'],27.90AA,邪,b'\xe9\x82\xaa',囗牙,牙邑
4129,['5788'],27.909E,邞,b'\xe9\x82\x9e',一囗,夫邑
4130,['50351'],27.E57D,,b'\xee\x95\xbd',,
4131,['2420'],27.90ED,郭,b'\xe9\x83\xad',囗囗︼∕,口子邑
4132,['7739'],27.90F3,郳,b'\xe9\x83\xb3',儿囗﹄,儿臼邑
4133,['7120'],27.90E3,郣,b'\xe9\x83\xa3',八囗子【,十子邑
4134,['50382'],27.E57E,,b'\xee\x95\xbe',,
4135,['50152'],27.E57F,,b'\xee\x95\xbf',,
4136,['50193'],27.E580,,b'\xee\x96\x80',,
4137,['50162'],27.E581,,b'\xee\x96\x81',,
4138,['12024'],27.9140,酀,b'\xe9\x85\x80',囗燕,匕人口廿火邑
4139,['1089'],27.90B1,邱,b'\xe9\x82\xb1',一人人囗,丘邑
4140,['50203'],27.E582,,b'\xee\x96\x82',,
4141,['50132'],27.E583,,b'\xee\x96\x83',,
4142,['50090'],27.E584,,b'\xee\x96\x84',,
4143,['50395'],27.E585,,b'\xee\x96\x85',,
4144,['50214'],27.E586,,b'\xee\x96\x86',,
4145,['50478'],27.E587,,b'\xee\x96\x87',,
4146,['50255'],27.E588,,b'\xee\x96\x88',,
4147,['6586'],27.90F1,郱,b'\xe9\x83\xb1',人人囗幵,一儿廾邑
4148,['50356'],27.E589,,b'\xee\x96\x89',,
4149,['50130'],27.E58A,,b'\xee\x96\x8a',,
4150,['9686'],27.911D,鄝,b'\xe9\x84\x9d',人囗羽,人羽邑
4151,['8402'],27.912C,鄬,b'\xe9\x84\xac',囗為,邑為
4152,['50119'],27.E58B,,b'\xee\x96\x8b',,
4153,['50263'],27.E58C,,b'\xee\x96\x8c',,
4154,['50312'],27.E58D,,b'\xee\x96\x8d',首,首
4155,['50350'],27.E58E,,b'\xee\x96\x8e',九首,九首
4156,['50474'],27.E58F,,b'\xee\x96\x8f',一囗首﹍﹌,一口戈首
4157,['50097'],27.E590,,b'\xee\x96\x90',一口屮雨｛,香
4158,['50357'],27.E591,,b'\xee\x96\x91',,
4159,['50399'],27.E592,,b'\xee\x96\x92',,
4160,['50221'],27.E593,,b'\xee\x96\x93',,匕尸香
4161,['7118'],27.90D9,郙,b'\xe9\x83\x99',卜又口囗﹔,甫邑
4162,['5260'],27.9148,酈,b'\xe9\x85\x88',人囗Ξ,一一一一邑鹿
4163,['50353'],27.E594,,b'\xee\x96\x94',,必香
4164,['50087'],27.F3B5,,b'\xef\x8e\xb5',囗,邑
4165,['50207'],27.F3A6,,b'\xef\x8e\xa6',囗囗,邑邑
4166,['2872'],27.9109,鄉,b'\xe9\x84\x89',囗囗,一邑邑
4167,['1211'],27.F0C2,,b'\xef\x83\x82',十十又囗囗,儿邑邑
4167,['1211'],27.5DF7,巷,b'\xe5\xb7\xb7',十十又囗囗,儿己
4168,['136'],27.65E5,日,b'\xe6\x97\xa5',日,日
4169,['5976'],27.65FB,旻,b'\xe6\x97\xbb',一囗文,日文
4170,['1674'],27.6642,時,b'\xe6\x99\x82',一一又囗之,土寸日
4170,['1674'],27.E596,,b'\xee\x96\x96',,
4171,['390'],27.65E9,早,b'\xe6\x97\xa9',一囗甲,十日
4172,['5974'],27.6612,昒,b'\xe6\x98\x92',一囗勿,一一日
4173,['1271'],27.6627,昧,b'\xe6\x98\xa7',一囗未,日未
4174,['31819'],27.E597,,b'\xee\x96\x97',,
4175,['7362'],27.6662,晢,b'\xe6\x99\xa2',一囗手斤,日手斤
4176,['1269'],27.662D,昭,b'\xe6\x98\xad',一刀口囗,刀口日
4177,['2168'],27.6664,晤,b'\xe6\x99\xa4',一一一口囗,口五日
4178,['5711'],27.65F3,旳,b'\xe6\x97\xb3',一囗勺,一日
4179,['1677'],27.6643,晃,b'\xe6\x99\x83',一人囗火,儿日火
4180,['4913'],27.66E0,曠,b'\xe6\x9b\xa0',一囗田,日黃
4181,['393'],27.65ED,旭,b'\xe6\x97\xad',一九囗,九日
4182,['1675'],27.6649,晉,b'\xe6\x99\x89',一囗至至,一一日
4183,['3042'],27.6698,暘,b'\xe6\x9a\x98',一一一囗囗勿,一一一日日
4184,['31806'],27.E598,,b'\xee\x96\x98',,非香
4185,['7982'],27.6679,晹,b'\xe6\x99\xb9',一囗易,一一日日
4186,['6332'],27.662B,昫,b'\xe6\x98\xab',一口囗,口日
4187,['7359'],27.665B,晛,b'\xe6\x99\x9b',一儿囗目,日見
4188,['1676'],27.664F,晏,b'\xe6\x99\x8f',一囗女,女日
4189,['12170'],27.66E3,曣,b'\xe6\x9b\xa3',一囗燕,匕人口廿日火
4190,['2601'],27.666F,景,b'\xe6\x99\xaf',一囗囗↘╴,小口日
4191,['31747'],27.E599,,b'\xee\x96\x99',,
4192,['31871'],27.E59A,,b'\xee\x96\x9a',,大申香
4193,['4216'],27.66C4,曄,b'\xe6\x9b\x84',一一囗,日艸
4194,['3037'],27.6689,暉,b'\xe6\x9a\x89',一囗包車,日車
4195,['5709'],27.65F0,旰,b'\xe6\x97\xb0',一一入囗,干日
4196,['8635'],27.6686,暆,b'\xe6\x9a\x86',一囗屮也︽,人也日方
4197,['2605'],27.6677,晷,b'\xe6\x99\xb7',一人口囗,人口日
4198,['5977'],27.6603,昃,b'\xe6\x98\x83',一厂人囗,厂人日
4199,['2167'],27.665A,晚,b'\xe6\x99\x9a',一囗免,人日
4200,['940'],27.660F,昏,b'\xe6\x98\x8f',一一囗﹎,日氏
4201,['12749'],27.66EB,曫,b'\xe6\x9b\xab',曫 = 一一入口囗糸糸,日糸糸言
4202,['7979'],27.667B,晻,b'\xe6\x99\xbb',一大囗爪爪∮,大日申
4203,['3036'],27.6697,暗,b'\xe6\x9a\x97',一一一入口囗,日音
4204,['2170'],27.6666,晦,b'\xe6\x99\xa6',一囗屮女﹉,人日毋
4205,['31886'],27.E59B,,b'\xee\x96\x9b',,
4206,['10509'],27.66C0,曀,b'\xe6\x9b\x80',一一十大口囗◆,土日豆
4207,['616'],27.65F1,旱,b'\xe6\x97\xb1',一一入囗,干日
4208,['31592'],27.F492,,b'\xef\x92\x92',一人囗,匕日
4209,['6335'],27.6634,昴,b'\xe6\x98\xb4',一囗卯,一匕日
4210,['10512'],27.66CF,曏,b'\xe6\x9b\x8f',一囗囗囗,一日邑邑
4211,['5155'],27.66E9,曩,b'\xe6\x9b\xa9',一工口口囗爻衣Σ,一人口口日
4212,['1274'],27.6628,昨,b'\xe6\x98\xa8',一一入囗,日乍
4213,['3038'],27.6687,暇,b'\xe6\x9a\x87',一囗,匚又日
4214,['3871'],27.66AB,暫,b'\xe6\x9a\xab',一囗斤車,日斤車
4215,['31686'],27.E59C,,b'\xee\x96\x9c',一口囗屮雨｛︴↘,人日香
4216,['935'],27.660C,昌,b'\xe6\x98\x8c',一口囗♀,日日
4216,['935'],27.E59D,,b'\xee\x96\x9d',,艸香
4217,['7980'],27.6680,暀,b'\xe6\x9a\x80',一土囗彳之,一彳日玉
4218,['5973'],27.6604,昄,b'\xe6\x98\x84',一厂又囗,厂又日
4219,['1275'],27.6631,昱,b'\xe6\x98\xb1',一一囗,日立
4220,['31732'],27.E59E,,b'\xee\x96\x9e',,人囗皿香
4221,['3043'],27.668D,暍,b'\xe6\x9a\x8d',一人入口囗♀,人日日
4222,['2602'],27.6691,暑,b'\xe6\x9a\x91',暑 = 一囗,日日老
4223,['32030'],27.E59F,,b'\xee\x96\x9f',一口屮雨｛,土殳香
4224,['31890'],27.F5F8,,b'\xef\x97\xb8',一囗糸糸,日火
4225,['3872'],27.66B4,暴,b'\xe6\x9a\xb4',一又囗出米,儿日水
4225,['32007'],27.E5A0,,b'\xee\x96\xa0',,
4226,['5290'],27.66EC,曬,b'\xe6\x9b\xac',一人囗Ξ,一一一一日鹿
4227,['9895'],27.66B5,暵,b'\xe6\x9a\xb5',一土囗田,日
4228,['2171'],27.665E,晞,b'\xe6\x99\x9e',一囗希,乂又巾日
4229,['933'],27.6614,昔,b'\xe6\x98\x94',昔,日
4229,['8239'],27.814A,腊,b'\xe8\x85\x8a',肉昔,日月
4230,['3873'],27.66B1,暱,b'\xe6\x9a\xb1',一又口囗屮屮﹟,匚又口日艸
4230,['6327'],27.6635,昵,b'\xe6\x98\xb5',一人囗尸,匕尸日
4231,['31897'],27.E5A2,,b'\xee\x96\xa2',,香香香
4232,['31622'],27.E5A3,,b'\xee\x96\xa3',馬,馬
4233,['936'],27.6606,昆,b'\xe6\x98\x86',一人人囗,比日
4234,['31722'],27.E5A4,,b'\xee\x96\xa4',又馬,又馬
4235,['2597'],27.666E,普,b'\xe6\x99\xae',一一一囗,日丘艸
4236,['4214'],27.66C9,曉,b'\xe6\x9b\x89',一一儿土土土囗,一儿土土土日
4237,['941'],27.6615,昕,b'\xe6\x98\x95',一囗斤,日斤
4238,['10507'],27.66C8,曈,b'\xe6\x9b\x88',一一一一十人入囗囗屮｛,日立里
4239,['12169'],27.66E8,曨,b'\xe6\x9b\xa8',一一一一十人入囗囗屮肉｛￣,日龍
4240,['5975'],27.6608,昈,b'\xe6\x98\x88',一囗戶,日戶
4241,['5971'],27.6609,昉,b'\xe6\x98\x89',一囗方,日方
4242,['7360'],27.6659,晙,b'\xe6\x99\x99',一儿囗巳,儿日
4243,['6772'],27.665F,晟,b'\xe6\x99\x9f',一丁囗戊,一厂戈日
4244,['6324'],27.6636,昶,b'\xe6\x98\xb6',一囗永,日永
4245,['3039'],27.6688,暈,b'\xe6\x9a\x88',一囗包車,日車
4246,['7978'],27.666C,晬,b'\xe6\x99\xac',一囗卒,十人人日
4247,['1270'],27.6620,映,b'\xe6\x98\xa0',一囗,日央
4248,['4497'],27.66D9,曙,b'\xe6\x9b\x99',曙 = 一囗︿,日日老网
4249,['6331'],27.6633,昳,b'\xe6\x98\xb3',一乙囗手,一夫日
4250,['4217'],27.66C7,曇,b'\xe6\x9b\x87',一囗雨¯,二日雨
4251,['4213'],27.66C6,曆,b'\xe6\x9b\x86',一厂囗屮屮｛｛,厂日禾禾
4252,['937'],27.6602,昂,b'\xe6\x98\x82',一人囗,匕日
4253,['943'],27.6607,昇,b'\xe6\x98\x87',一囗斗≒,一廾日
4254,['245'],27.65E6,旦,b'\xe6\x97\xa6',一一囗,一日
4255,['3482'],27.66A8,暨,b'\xe6\x9a\xa8',一一人囗﹜,一日
4256,['20761'],27.F4A5,,b'\xef\x92\xa5',一一囗屮︽,十十人日
4257,['21186'],27.E5A5,,b'\xee\x96\xa5',馬,馬
4258,['2609'],27.671D,朝,b'\xe6\x9c\x9d',一一囗屮舟︽,十十日月
4259,['35898'],27.F47B,,b'\xef\x91\xbb',屮︽,人方
4260,['7975'],27.65D0,旐,b'\xe6\x97\x90',屮兆︽,人儿方
4261,['3479'],27.65D7,旗,b'\xe6\x97\x97',屮其︽,人儿方
4262,['6767'],27.65C6,旆,b'\xe6\x97\x86',八屮︽【,人巿方
4263,['2164'],27.65CC,旌,b'\xe6\x97\x8c',土屮屮︽,人方生
4264,['12168'],27.65DF,旟,b'\xe6\x97\x9f',一又勺屮爪爪︽,一一人儿方臼
4265,['6770'],27.65C2,旂,b'\xe6\x97\x82',屮斤︽,人斤方
4266,['11848'],27.65DE,旞,b'\xe6\x97\x9e',八彳屮止豕︽,人儿方豕
4266,['35961'],27.E5A6,,b'\xee\x96\xa6',,干馬
4267,['11849'],27.65DD,旝,b'\xe6\x97\x9d',一入八口屮︽♀,一人人小囗日方
4268,['6768'],27.65C3,旃,b'\xe6\x97\x83',屮丹︽,人丹方
4268,['35958'],27.E5A7,,b'\xee\x96\xa7',一囗勺馬,一馬
4269,['35937'],27.E5A8,,b'\xee\x96\xa8',大馬,大馬
4270,['35945'],27.E5A9,,b'\xee\x96\xa9',,一匕馬
4271,['1266'],27.65BD,施,b'\xe6\x96\xbd',屮也︽,人也方
4272,['3480'],27.65D6,旖,b'\xe6\x97\x96',大口屮︽,一人大口方
4273,['11040'],27.65DA,旚,b'\xe6\x97\x9a',屮火︽,人方示襾
4274,['35954'],27.E5AA,,b'\xee\x96\xaa',也馬,也馬
4275,['2644'],27.6E38,游,b'\xe6\xb8\xb8',屮子水︽,人子水方
4275,['50767'],27.E5AB,,b'\xee\x96\xab',川馬,川馬
4276,['35923'],27.E5AC,,b'\xee\x96\xac',一一馬,廾馬
4277,['2163'],27.65CB,旋,b'\xe6\x97\x8b',屮止︰︽,人方疋
4278,['6769'],27.65C4,旄,b'\xe6\x97\x84',屮毛︽,人毛方
4279,['11487'],27.65DB,旛,b'\xe6\x97\x9b',屮釆．︽,人方田釆
4280,['1673'],27.65C5,旅,b'\xe6\x97\x85',人人屮︽,匕人人方
4280,['1673'],27.F035,,b'\xef\x80\xb5',,人人止
4281,['2162'],27.65CF,族,b'\xe6\x97\x8f',入屮︽↙,人方矢
4282,['1539'],27.51A5,冥,b'\xe5\x86\xa5',一一入八囗〈,儿日
4283,['12837'],27.9F06,鼆,b'\xe9\xbc\x86',一一入八囗虫〈＜＝,儿日黽
4284,['2600'],27.6676,晶,b'\xe6\x99\xb6',一一一囗囗囗,日日日
4285,['1273'],27.E5AD,,b'\xee\x96\xad',,
4285,['1273'],27.E5AE,,b'\xee\x96\xae',,
4285,['1273'],27.661F,星,b'\xe6\x98\x9f',星,日生
4286,['1996'],27.E5AF,,b'\xee\x96\xaf',,
4286,['1996'],27.53C3,參,b'\xe5\x8f\x83',參,人
4287,['2169'],27.E5B0,,b'\xee\x96\xb0',一囗馬,日馬
4287,['2169'],27.6668,晨,b'\xe6\x99\xa8',晨,日辰
4288,['5242'],27.758A,疊,b'\xe7\x96\x8a',一一一一囗囗囗月月,且田田田
4289,['138'],27.6708,月,b'\xe6\x9c\x88',月,月
4290,['1683'],27.6714,朔,b'\xe6\x9c\x94',一入屮月,屮月艸
4291,['6338'],27.670F,朏,b'\xe6\x9c\x8f',月出,凵屮月
4292,['5199'],27.9738,霸,b'\xe9\x9c\xb8',月雨革,月雨革
4292,['5199'],27.E5B1,,b'\xee\x96\xb1',人又馬,及馬
4293,['1685'],27.6717,朗,b'\xe6\x9c\x97',入囗月︴↘,一月
4294,['6776'],27.6713,朓,b'\xe6\x9c\x93',月兆,儿月
4295,['6108'],27.80AD,肭,b'\xe8\x82\xad',入囗月,內月
4296,['2608'],27.671F,期,b'\xe6\x9c\x9f',月其,儿月
4296,['2608'],27.E5B2,,b'\xee\x96\xb2',,儿馬
4297,['4744'],27.6726,朦,b'\xe6\x9c\xa6',一一屮屮月豕〈,一月艸豕
4298,['5064'],27.6727,朧,b'\xe6\x9c\xa7',一一一十人入囗屮月肉｛￣,月龍
4299,['396'],27.6709,有,b'\xe6\x9c\x89',又月,又月
4300,['30912'],27.E5B3,,b'\xee\x96\xb3',,
4301,['60436'],27.E5B4,,b'\xee\x96\xb4',囗馬,中馬
4302,['938'],27.F062,,b'\xef\x81\xa2',月囧,儿囗月
4302,['938'],27.660E,明,b'\xe6\x98\x8e',一囗月,日月
4303,['35055'],27.E5B5,,b'\xee\x96\xb5',,
4304,['5629'],27.56E7,囧,b'\xe5\x9b\xa7',囧,儿囗
4305,['3135'],27.E5B6,,b'\xee\x96\xb6',,
4305,['3135'],27.E5B7,,b'\xee\x96\xb7',,
4305,['3135'],27.76DF,盟,b'\xe7\x9b\x9f',一一囗月皿,日月皿
4306,['42'],27.5915,夕,b'\xe5\xa4\x95',月,夕
4307,['815'],27.591C,夜,b'\xe5\xa4\x9c',大月△,人
4308,['3418'],27.5922,夢,b'\xe5\xa4\xa2',一一月目目,夕网艸
4309,['5450'],27.5917,夗,b'\xe5\xa4\x97',月,夕
4310,['3419'],27.5924,夤,b'\xe5\xa4\xa4',月寅,一儿夕由
4310,['3419'],27.E5B8,,b'\xee\x96\xb8',爻馬,爻馬
4311,['26607'],27.E5B9,,b'\xee\x96\xb9',,十匕馬
4312,['220'],27.5916,外,b'\xe5\xa4\x96',卜月,卜夕
4312,['220'],27.E5BA,,b'\xee\x96\xba',又馬﹕,夬馬
4313,['354'],27.5919,夙,b'\xe5\xa4\x99',月丮,一儿夕
4313,['20655'],27.E5BB,,b'\xee\x96\xbb',,
4313,['20655'],27.F046,,b'\xef\x81\x86',人口‥…,人
4314,['26643'],27.E5BC,,b'\xee\x96\xbc',,
4315,['355'],27.591A,多,b'\xe5\xa4\x9a',月月,夕夕
4315,['355'],27.E5BD,,b'\xee\x96\xbd',,
4316,['3417'],27.5925,夥,b'\xe5\xa4\xa5',屮月月｛︷,夕夕果
4317,['22981'],27.E5BE,,b'\xee\x96\xbe',,馬
4318,['23889'],27.E5BF,,b'\xee\x96\xbf',,
4319,['5434'],27.6BCC,毌,b'\xe6\xaf\x8c',一◤,毋
4320,['2393'],27.8CAB,貫,b'\xe8\xb2\xab',一貝◤,毋貝
4321,['3227'],27.865C,虜,b'\xe8\x99\x9c',一力虍◤,力毋虍
4322,['20009'],27.F334,,b'\xef\x8c\xb4',,
4323,['762'],27.51FD,函,b'\xe5\x87\xbd',＼,凵
4323,['6105'],27.80A3,肣,b'\xe8\x82\xa3',一入肉,一人月
4324,['39032'],27.E5C0,,b'\xee\x97\x80',囗馬,口馬
4325,['670'],27.752C,甬,b'\xe7\x94\xac',卜口,一用
4326,['20032'],27.E5C1,,b'\xee\x97\x81',,
4327,['29197'],27.F3A7,,b'\xef\x8e\xa7',屮｛,
4328,['56881'],27.E5C2,,b'\xee\x97\x82',,刀口馬
4329,['20430'],27.F481,,b'\xef\x92\x81',,卜人人囗
4329,['20456'],27.E5C3,,b'\xee\x97\x83',,夕馬
4330,['1696'],27.6817,栗,b'\xe6\xa0\x97',屮｛,木襾
4330,['1696'],27.E5C4,,b'\xee\x97\x84',,儿干馬
4331,['2747'],27.7C9F,粟,b'\xe7\xb2\x9f',米,襾米
4331,['2747'],27.E5C5,,b'\xee\x97\x85',,由馬
4332,['3758'],27.9F4A,齊,b'\xe9\xbd\x8a',齊,齊
4333,['60195'],27.E5C6,,b'\xee\x97\x86',,匚工馬
4334,['5548'],27.673F,朿,b'\xe6\x9c\xbf',朿,朿
4335,['2614'],27.68D7,棗,b'\xe6\xa3\x97',朿朿,朿朿
4336,['2613'],27.68D8,棘,b'\xe6\xa3\x98',朿朿,朿朿
4337,['152'],27.7247,片,b'\xe7\x89\x87',屮｛,片
4338,['1014'],27.7248,版,b'\xe7\x89\x88',厂又屮｛,厂又片
4339,['34589'],27.E5C7,,b'\xee\x97\x87',馬→,一玉馬
4340,['4928'],27.7258,牘,b'\xe7\x89\x98',屮貝｛,土片网貝
4341,['3108'],27.7252,牒,b'\xe7\x89\x92',屮屮世｛｛,木片世
4342,['34597'],27.E5C8,,b'\xee\x97\x88',,又女馬
4343,['3919'],27.7256,牖,b'\xe7\x89\x96',卜又口屮戶﹔｛,片戶甫
4344,['8765'],27.724F,牏,b'\xe7\x89\x8f',一入屮舟｛,一人刀片月
4345,['3369'],27.9F0E,鼎,b'\xe9\xbc\x8e',鼎,鼎
4346,['10982'],27.9F12,鼒,b'\xe9\xbc\x92',一鼎,手鼎
4346,['11318'],27.93A1,鎡,b'\xe9\x8e\xa1',一入土玄玄≠,艸金
4347,['10414'],27.9F10,鼐,b'\xe9\xbc\x90',乃鼎,一鼎
4348,['10413'],27.9F0F,鼏,b'\xe9\xbc\x8f',一鼎〈,鼎
4349,['482'],27.514B,克,b'\xe5\x85\x8b',克,十儿口
4349,['482'],27.E5C9,,b'\xee\x97\x89',口馬,口馬
4349,['482'],27.EC4F,,b'\xee\xb1\x8f',,日禾
4350,['5925'],27.5F54,彔,b'\xe5\xbd\x94',彔,水
4351,['281'],27.79BE,禾,b'\xe7\xa6\xbe',屮｛,禾
4352,['678'],27.79C0,秀,b'\xe7\xa7\x80',乃屮｛,一禾
4353,['3953'],27.7A3C,稼,b'\xe7\xa8\xbc',屮豕｛,禾豕
4354,['4781'],27.7A61,穡,b'\xe7\xa9\xa1',入屮來﹏｛,人人土口囗禾
4355,['11133'],27.7A5C,穜,b'\xe7\xa9\x9c',穜 = 一一一十人入囗屮屮｛｛,禾立里
4356,['8850'],27.7A19,稙,b'\xe7\xa8\x99',十屮目｛,十禾
4357,['3573'],27.7A2E,種,b'\xe7\xa8\xae',一一十人囗屮屮｛｛,禾重
4358,['8848'],27.7A11,稑,b'\xe7\xa8\x91',入八土屮屮｛,儿土土禾
4358,['4290'],27.7A4B,穋,b'\xe7\xa9\x8b',人屮羽｛,人禾羽
4359,['39862'],27.EDEB,,b'\xee\xb7\xab', = 一一入屮尸｛,尸禾辛
4360,['10067'],27.7A39,稹,b'\xe7\xa8\xb9',人八屮目｛,十儿禾
4361,['3166'],27.7A20,稠,b'\xe7\xa8\xa0',卜口口屮｛,土口禾
4362,['9489'],27.7A4A,穊,b'\xe7\xa9\x8a',人屮｛﹜,禾
4363,['2731'],27.7A00,稀,b'\xe7\xa8\x80',屮｛希,乂又巾禾
4364,['39993'],27.E5CB,,b'\xee\x97\x8b',几馬∞,且馬
4365,['4288'],27.7A46,穆,b'\xe7\xa9\x86',一一入八八屮｛,小禾白
4366,['677'],27.79C1,私,b'\xe7\xa7\x81',屮｛,禾
4367,['40032'],27.E5CC,,b'\xee\x97\x8c',力口馬,力口馬
